genome id,genome name,gene contents,number of genes,GC content,taxonomy,genome size,Have multi-copy gene
OQ908868.1,Laurencia australis,"['rpl34', 'ycf37', 'ycf52', 'psaF', 'psaJ', 'apcD', 'orf100', 'orf99', 'fabH', 'psbX', 'accD', 'orf516', 'psbV', 'petJ', 'carA', 'ycf53', 'ycf55', 'ycf54', 'lysR', 'psbY', 'rpl32', 'rnz', 'rpl21', 'rpl27', 'rne', 'psbA', 'orf866', 'ycf35', 'dsbD', 'ccs1', 'trpG', 'thiG', 'ycf60', 'rps6', 'psaM', 'chlI', 'ycf63', 'psbE', 'psbF', 'psbL', 'psbJ', 'psaI', 'ftrB', 'orf905', 'psb30', 'tilS', 'trpA', 'secA', 'ycf21', 'pgmA', 'cpcA', 'cpcB', 'rpoZ', 'gltB', 'psaC', 'ycf23', 'orf65', 'ycf22', 'accA', 'psaK', 'ccsA', 'cpeA', 'cpeB', 'orf726', 'nblA', 'orf940', 'cpcG', 'ycf20', 'apcF', 'orf989', 'ycf80', 'rps4', 'infC', 'ilvH', 'ycf34', 'cbbX', 'rbcS', 'rbcL', 'orf1025', 'trxA', 'rpl28', 'orf1152', 'orf59', 'psaL', 'petL', 'ycf4', 'mat', 'cemA', 'ycf58', 'psbI', 'ycf39', 'orf190', 'sufB', 'sufC', 'atpA', 'atpD', 'atpF', 'atpG', 'atpH', 'atpI', 'tsf', 'rps2', 'rpoC2', 'rpoC1', 'rpoB', 'rps20', 'rpl33', 'rps18', 'infB', 'ycf3', 'atpB', 'atpE', 'apcB', 'apcA', 'orf982', 'apcE', 'orf33', 'tatC', 'petA', 'odpB', 'odpA', 'orf224', 'preA', 'rpl20', 'rpl35', 'pbsA', 'bas1', 'ycf36', 'secG', 'petM', 'petN', 'acsF', 'psaD', 'acpP', 'ycf45', 'petP', 'accB', 'orf10', 'psaA', 'psaB', 'rps14', 'petG', 'psbK', 'orf325', 'psbZ', 'dnaK', 'rpl3', 'rpl4', 'rpl23', 'rpl2', 'rps19', 'rpl22', 'rps3', 'rpl16', 'rpl29', 'rps17', 'rpl14', 'rpl24', 'rpl5', 'rps8', 'rpl6', 'rpl18', 'rps5', 'secY', 'rpl36', 'rps13', 'rps11', 'rpoA', 'rpl13', 'rps9', 'rpl31', 'rps12', 'rps7', 'tufA', 'rps10', 'petF', 'ycf38', 'psbB', 'psbT', 'psbN', 'psbH', 'psaE', 'ftsH', 'argB', 'ycf33', 'ilvB', 'rpl19', 'clpC', 'dnaB', 'rpl9', 'rpl11', 'rpl1', 'rpl12', 'petD', 'petB', 'ntcA', 'ycf29', 'thiS', 'rps1', 'syfB', 'psbW', 'syh', 'groEL', 'orf103', 'ycf65', 'rps16', 'ycf19', 'upp', 'psbC', 'psbD', 'ompR']",211,0.29174385823600485,"['Eukaryota', 'Rhodophyta', 'Florideophyceae', 'Rhodymeniophycidae', 'Ceramiales', 'Rhodomelaceae', 'Laurencieae', 'Laurencia']",173810,False
NC_040298.1,Eustigmatophyceae sp. Ndem 8/9T-3m6.8,"['rpl11', 'rpl1', 'rpl12', 'ftsH', 'psaE', 'psbH', 'psbN', 'psbT', 'psbB', 'petF', 'rps10', 'tufA', 'rps7', 'rps12', 'rpl31', 'rps9', 'rpl13', 'rpoA', 'rps11', 'rps13', 'rpl36', 'secY', 'rps5', 'rpl18', 'rpl6', 'rps8', 'rpl5', 'rpl14', 'rps17', 'rpl29', 'rpl16', 'rps3', 'rpl22', 'rps19', 'rpl2', 'rpl23', 'rpl4', 'rpl3', 'petJ', 'psbV', 'clpC_B', 'psaC', 'psaJ', 'thiG', 'rpl19', 'rpl27', 'rpl21', 'ycf54', 'ycf60', 'orf1', 'thiS', 'rbcL', 'rbcS', 'ycf12', 'psbY', 'clpC_A', 'sufC', 'sufB', 'ccsA', 'rbcR', 'rps6', 'ccs1', 'ycf46', 'rpl34', 'secA', 'atpA', 'atpD', 'atpF', 'atpG', 'atpH', 'atpI', 'tsf', 'rps2', 'rpoC2', 'rpoC1', 'rpoB', 'rps20', 'rpl33', 'rps18', 'ycf3', 'atpB', 'atpE', 'tatC', 'petA', 'psbA', 'chlN', 'chlL', 'psbI', 'psaD', 'secG', 'petM', 'petN', 'rps16', 'ycf19', 'rps4', 'psb28', 'groEL', 'psaI', 'psbJ', 'psbL', 'psbF', 'psbE', 'ycf4', 'ycf49', 'petL', 'psaL', 'ilvB', 'rpl35', 'rpl20', 'rpl19', 'thiG', 'psaJ', 'psaC', 'clpC_B', 'psbV', 'petJ', 'psaA', 'psaB', 'rps14', 'petG', 'psbK', 'psbZ', 'rpl32', 'acpP', 'psaF', 'psbX', 'ycf66', 'chlB', 'clpN', 'ycf59', 'chlI', 'psaM', 'psbC', 'psbD', 'ycf34', 'dnaK', 'petD', 'petB', 'cbbX', 'ycf95']",140,0.3383175247483743,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Eustigmatophyceae']",120715,True
NC_041174.1,Gelidium galapagense,"['dnaK', 'psbZ', 'psbK', 'petG', 'rps14', 'psaB', 'psaA', 'accB', 'ycf45', 'acpP', 'psaD', 'acsF', 'petN', 'secG', 'ycf36', 'bas1', 'pbsA', 'rpl35', 'rpl20', 'preA', 'odpA', 'odpB', 'petA', 'tatC', 'apcE', 'apcA', 'apcB', 'atpE', 'atpB', 'ycf3', 'infB', 'rps18', 'rpl33', 'rps20', 'rpoB', 'rpoC1', 'rpoC2', 'rps2', 'tsf', 'atpI', 'atpH', 'atpG', 'atpF', 'atpD', 'atpA', 'sufC', 'sufB', 'ORF256', 'ycf39', 'ycf41', 'psbI', 'ycf58', 'ORF614', 'cemA', 'ORF12', 'ycf4', 'petL', 'psaL', 'ORF64', 'rpl28', 'trxA', 'rbcL', 'rbcS', 'cbbX', 'ilvH', 'infC', 'rps4', 'ycf80', 'ycf91', 'apcF', 'ycf20', 'cpcG', 'nblA', 'cpeB', 'cpeA', 'ccsA', 'psaK', 'accA', 'ycf22', 'ycf23', 'psaC', 'gltB', 'rpoZ', 'cpcB', 'cpcA', 'pgmA', 'ycf21', 'secA', 'trpA', 'tilS', 'ycf64', 'psb30', 'ftrB', 'psaI', 'psbJ', 'psbL', 'psbF', 'psbE', 'ycf26', 'ycf63', 'chlI', 'psaM', 'ycf46', 'rpl34', 'ycf37', 'ycf52', 'psaF', 'psaJ', 'apcD', 'fabH', 'psbX', 'accD', 'psbV', 'petJ', 'carA', 'ycf53', 'ycf55', 'ycf54', 'rbcR', 'psbY', 'rpl32', 'ycf56', 'rpl21', 'rpl27', 'rne', 'psbA', 'ycf35', 'ccdA', 'ccs1', 'trpG', 'thiG', 'ycf60', 'rps6', 'ycf27', 'psbD', 'psbC', 'ycf17', 'upp', 'ycf19', 'rps16', 'ycf65', 'groEL', 'orf164', 'syh', 'psbW', 'syfB', 'rps1', 'thiS', 'ycf29', 'ntcA', 'petB', 'petD', 'rpl12', 'rpl1', 'rpl11', 'moeB', 'rpl9', 'dnaB', 'clpC', 'rpl19', 'ilvB', 'ycf33', 'argB', 'ftsH', 'psaE', 'psbH', 'psbN', 'psbT', 'psbB', 'ycf38', 'petF', 'rps10', 'tufA', 'rps7', 'rps12', 'rpl31', 'rps9', 'rpl13', 'rpoA', 'rps11', 'rps13', 'rpl36', 'secY', 'rps5', 'rpl18', 'rpl6', 'rps8', 'rpl5', 'rpl24', 'rpl14', 'rps17', 'rpl29', 'rpl16', 'rps3', 'rpl22', 'rps19', 'rpl2', 'rpl23', 'rpl4', 'rpl3']",200,0.29958494006262704,"['Eukaryota', 'Rhodophyta', 'Florideophyceae', 'Rhodymeniophycidae', 'Gelidiales', 'Gelidiaceae', 'Gelidium']",176601,False
NC_040158.1,Gelidium kathyanniae,"['dnaK', 'psbZ', 'psbK', 'petG', 'rps14', 'psaB', 'psaA', 'accB', 'ycf45', 'acpP', 'psaD', 'acsF', 'petN', 'secG', 'ycf36', 'bas1', 'pbsA', 'rpl35', 'rpl20', 'preA', 'odpA', 'odpB', 'petA', 'tatC', 'apcE', 'apcA', 'apcB', 'atpE', 'atpB', 'ycf3', 'infB', 'rps18', 'rpl33', 'rps20', 'rpoB', 'rpoC1', 'rpoC2', 'rps2', 'tsf', 'atpI', 'atpH', 'atpG', 'atpF', 'atpD', 'atpA', 'sufC', 'sufB', 'ORF256', 'ycf39', 'ycf41', 'psbI', 'ycf58', 'ORF614', 'cemA', 'ORF12', 'ycf4', 'petL', 'psaL', 'ORF64', 'rpl28', 'trxA', 'rbcL', 'rbcS', 'cbbX', 'ilvH', 'infC', 'rps4', 'ycf80', 'ycf91', 'apcF', 'ycf20', 'cpcG', 'nblA', 'cpeB', 'cpeA', 'ccsA', 'psaK', 'accA', 'ycf22', 'ycf23', 'psaC', 'gltB', 'rpoZ', 'cpcB', 'cpcA', 'pgmA', 'ycf21', 'secA', 'trpA', 'tilS', 'ycf64', 'psb30', 'ftrB', 'psaI', 'psbJ', 'psbL', 'psbF', 'psbE', 'ycf26', 'ycf63', 'chlI', 'psaM', 'ycf46', 'rpl34', 'ycf37', 'ycf52', 'psaF', 'psaJ', 'apcD', 'fabH', 'psbX', 'accD', 'psbV', 'petJ', 'carA', 'ycf53', 'ycf55', 'ycf54', 'rbcR', 'psbY', 'rpl32', 'ycf56', 'rpl21', 'rpl27', 'rne', 'psbA', 'ycf35', 'ccdA', 'ccs1', 'trpG', 'thiG', 'ycf60', 'rps6', 'ycf27', 'psbD', 'psbC', 'ycf17', 'upp', 'ycf19', 'rps16', 'ycf65', 'orf164', 'groEL', 'syh', 'psbW', 'syfB', 'rps1', 'thiS', 'ycf29', 'ntcA', 'petB', 'petD', 'rpl12', 'rpl1', 'rpl11', 'moeB', 'rpl9', 'dnaB', 'clpC', 'rpl19', 'ilvB', 'ycf33', 'argB', 'ftsH', 'psaE', 'psbH', 'psbN', 'psbT', 'psbB', 'ycf38', 'petF', 'rps10', 'tufA', 'rps7', 'rps12', 'rpl31', 'rps9', 'rpl13', 'rpoA', 'rps11', 'rps13', 'rpl36', 'secY', 'rps5', 'rpl18', 'rpl6', 'rps8', 'rpl5', 'rpl24', 'rpl14', 'rps17', 'rpl29', 'rpl16', 'rps3', 'rpl22', 'rps19', 'rpl2', 'rpl23', 'rpl4', 'rpl3']",200,0.300018691694657,"['Eukaryota', 'Rhodophyta', 'Florideophyceae', 'Rhodymeniophycidae', 'Gelidiales', 'Gelidiaceae', 'Gelidium']",176549,False
JX402620.1,Trebouxiophyceae sp. MX-AZ01,"['orf001', 'orf002', 'psaB', 'psaA', 'psaC', 'psbM', 'ycf3', 'psbB', 'psbT', 'psbN', 'psbH', 'rpoB', 'rpoC1', 'rpoC2', 'ycf4', 'atpB', 'atpE', 'psbA', 'orf004', 'petB', 'petD', 'ccsA', 'ycf47', 'orf003', 'ftsH', 'minD', 'petG', 'petL', 'chlB', 'rpl32', 'cysT', 'ycf1', 'atpI', 'atpH', 'atpF', 'atpA', 'psbK', 'psaM', 'ycf12', 'psbD', 'psbC', 'clpP', 'cysA', 'cemA', 'ycf20', 'chlL', 'chlN', 'rbcL', 'rps4', 'rpl20', 'rps18', 'rps14', 'rpl23', 'rpl2', 'rps19', 'rps3', 'rpl16', 'rpl14', 'rpl5', 'rps8', 'infA', 'rpl36', 'rps11', 'rpoA', 'rps9', 'rpl12', 'rps2', 'chlI', 'psaJ', 'rps12', 'rps7', 'tufA', 'rpl19', 'psaI', 'accD', 'psbE', 'psbF', 'psbL', 'psbZ', 'petA']",80,0.5766397028863046,"['Eukaryota', 'Viridiplantae', 'Chlorophyta', 'core chlorophytes', 'Trebouxiophyceae']",149707,False
KY018922.1,Gracilaria changii,"['ycf37', 'rpl34', 'ycf46', 'psaM', 'chlI', 'ycf63', 'dfr', 'psbE', 'psbF', 'psbL', 'psbJ', 'psaI', 'ftrB', 'ycf12', 'ycf62', 'trpA', 'secA', 'ycf21', 'pgmA', 'cpcA', 'cpcB', 'ycf61', 'gltB', 'psaC', 'ycf23', 'ycf22', 'accA', 'psaK', 'ccsA', 'cpeA', 'cpeB', 'nblA', 'cpcG', 'ycf20', 'apcF', 'orf83', 'ycf80', 'rps4', 'infC', 'ilvH', 'ycf34', 'cbbx', 'trxA', 'rpl28', 'psaL', 'mat', 'cemA', 'orf220', 'orf446', 'ycf58', 'psbI', 'orf109', 'ycf39', 'ycf92', 'ycf24', 'ycf16', 'atpA', 'atpD', 'atpF', 'atpG', 'atpH', 'atpI', 'tsf', 'rps2', 'rpoC2', 'rpoC1', 'rpoB', 'rps20', 'rpl33', 'rps18', 'infB', 'ycf3', 'atpB', 'atpE', 'apcB', 'apcA', 'apcE', 'tatC', 'petA', 'odpB', 'odpA', 'preA', 'rpl20', 'rpl35', 'bas1', 'ycf36', 'ycf47', 'petN', 'ycf59', 'psaD', 'acpP', 'ycf45', 'accB', 'psaA', 'psaB', 'rps14', 'petG', 'psbK', 'psbZ', 'dnaK', 'rpl3', 'rpl4', 'rpl23', 'rpl2', 'rps19', 'rpl22', 'rps3', 'rpl16', 'rpl29', 'rps17', 'rpl14', 'rpl24', 'rpl5', 'rps8', 'rpl6', 'rpl18', 'rps5', 'secY', 'rpl36', 'rps13', 'rps11', 'rpoA', 'rpl13', 'rps9', 'rpl31', 'rps12', 'rps7', 'tufA', 'rps10', 'petF', 'ycf38', 'psbB', 'psbT', 'psbN', 'psbH', 'psaE', 'ftsH', 'argB', 'ycf33', 'ilvB', 'rpl19', 'orf149', 'dnaB', 'clpC', 'psbW', 'syfB', 'rps1', 'ycf40', 'ycf29', 'ntcA', 'petB', 'petD', 'rpl12', 'rpl1', 'rpl11', 'moeB', 'rpl9', 'syh', 'groEL', 'orf160', 'ycf65', 'rps16', 'ycf19', 'upp', 'ycf17', 'psbC', 'psbD', 'ompR', 'rps6', 'ycf60', 'thiG', 'trpG', 'ccs1', 'dsbD', 'ycf35', 'psbA', 'rne', 'rpl27', 'rpl21', 'ycf56', 'rpl32', 'psbY', 'fbcR', 'ycf54', 'ycf55', 'ycf53', 'carA', 'petJ', 'psbV', 'accD', 'psbX', 'fabH', 'apcD', 'psaJ', 'psaF', 'ycf52']",196,0.2810312474504365,"['Eukaryota', 'Rhodophyta', 'Florideophyceae', 'Rhodymeniophycidae', 'Gracilariales', 'Gracilariaceae', 'Gracilaria']",183855,False
NC_031660.1,Izziella formosana,"['rps6', 'ycf60', 'thiG', 'trpG', 'ccs1', 'dsbD', 'ycf35', 'psbA', 'rne', 'rpl27', 'rpl21', 'rnz', 'rpl32', 'psbY', 'lysR', 'ycf54', 'ycf55', 'ycf53', 'carA', 'petJ', 'psbV', 'accD', 'psbX', 'fabH', 'apcD', 'psaJ', 'psaF', 'ycf52', 'ycf37', 'rpl34', 'ycf46', 'chlN', 'chlL', 'psaM', 'chlI', 'ycf63', 'dfr', 'psbE', 'psbF', 'psbL', 'psbJ', 'psaI', 'ftrB', 'psb30', 'tilS', 'trpA', 'secA', 'ORF_7', 'pgmA', 'cpcA', 'cpcB', 'rpoZ', 'gltB', 'psaC', 'ycf23', 'ycf22', 'accA', 'psaK', 'ccs1', 'cpeA', 'cpeB', 'nblA', 'cpcG', 'ycf20', 'apcF', 'ORF_1', 'ORF_2', 'rps4', 'infC', 'ilvH', 'ycf34', 'cbbX', 'rbcS', 'rbcL', 'trxA', 'rpl28', 'ORF_8', 'psaL', 'petL', 'ycf4', 'ORF_3', 'cemA', 'ORF_4', 'ycf58', 'psbI', 'ycf41', 'ycf39', 'ORF_5', 'sufB', 'sufC', 'atpA', 'atpD', 'atpF', 'atpG', 'atpH', 'atpI', 'tsf', 'rps2', 'rpoC2', 'rpoC1', 'rpoB', 'rps20', 'rpl33', 'rps18', 'infB', 'ycf3', 'atpB', 'atpE', 'apcB', 'apcA', 'apcE', 'tatC', 'petA', 'odpB', 'odpA', 'preA', 'rpl20', 'rpl35', 'pbsA', 'bas1', 'ycf36', 'secG', 'petM', 'petN', 'acsF', 'chlB', 'psaD', 'acpP', 'ycf45', 'accB', 'psaA', 'psaB', 'rps14', 'petG', 'psbK', 'psbZ', 'dnaK', 'rpl3', 'rpl4', 'rpl23', 'rpl2', 'rps19', 'rpl22', 'rps3', 'rpl16', 'rpl29', 'rps17', 'rpl14', 'rpl24', 'rpl5', 'rps8', 'rpl6', 'rpl18', 'rps5', 'secY', 'rpl36', 'rps13', 'rps11', 'rpoA', 'rpl13', 'rps9', 'rpl31', 'rps12', 'rps7', 'tufA', 'rps10', 'petF', 'ycf38', 'psbB', 'psbT', 'psbN', 'psBH', 'psaE', 'ftsH', 'argB', 'ycf33', 'ilvB', 'rpl19', 'ORF_11', 'clpC', 'dnaB', 'rpl9', 'moeB', 'rpl11', 'rpl1', 'rpl12', 'petD', 'petB', 'ntcA', 'ycf29', 'thiS', 'rps1', 'syfB', 'psbW', 'syh', 'groEL', 'ORF_6', 'ycf65', 'rps16', 'ycf19', 'upp', 'psbC', 'psbD', 'ompR']",204,0.35005020518641405,"['Eukaryota', 'Rhodophyta', 'Florideophyceae', 'Nemaliophycidae', 'Nemaliales', 'Liagoraceae', 'Izziella']",183248,True
NC_023835.1,Chlorella sorokiniana,"['accD', 'cysA', 'ftsH', 'psbE', 'psbF', 'psbL', 'psbJ', 'psaM', 'ycf12', 'psbK', 'psbZ', 'chlB', 'psaA', 'psaB', 'psbA1', 'rpoC', 'rpoC', 'rpoB', 'cbbL', 'rpsN', 'psaC', 'minD', 'chlN', 'chlL', 'ccsA', 'rpl32', 'cysT', 'petD', 'petB', 'clpP', 'pcb', 'psbT', 'psbN', 'psbH', 'psbM', 'rplT', 'rpsR', 'psaJ', 'rpsL', 'rpsG', 'tuf', 'rplS', 'pcxA', 'rplW', 'rplB', 'rpsS', 'rpsC', 'rplN', 'rplE', 'rpsH', 'infA', 'rpmJ', 'rpsK', 'rpoA', 'rplL', 'bchI', 'petA', 'petG', 'psbD1', 'pcb', 'psbI', 'rpsB', 'atpB', 'atpE', 'atpA', 'atpD', 'atpC', 'rpsD']",68,0.3402482447113677,"['Eukaryota', 'Viridiplantae', 'Chlorophyta', 'core chlorophytes', 'Trebouxiophyceae', 'Chlorellales', 'Chlorellaceae', 'Chlorella clade', 'Chlorella']",109811,True
AB818490.1,Amphidinium massartii,['psbA'],1,0.4188848416923508,"['Eukaryota', 'Sar', 'Alveolata', 'Dinophyceae', 'Amphidiniales', 'Amphidiniaceae', 'Amphidinium']",3569,False
NC_086808.1,Ulva dactylifera,"['rpoC1', 'rpoC2', 'psaA', 'psaC', 'ycf20', 'ccsA', 'ycf1', 'psbA', 'rpl19', 'tufA', 'rps14', 'psbE', 'psbF', 'psbL', 'psbJ', 'psbK', 'psb30', 'psaM', 'cemA', 'pafII', 'accD', 'clpP', 'petD', 'petB', 'orf559', 'orf447', 'rpoA', 'rps11', 'rpl36', 'infA', 'rps8', 'rpl5', 'rpl14', 'rpl16', 'rps3', 'rps19', 'rpl2', 'rpl23', 'atpB', 'atpE', 'rps12', 'rps7', 'pafI', 'psbI', 'psaI', 'psbN', 'psbH', 'psbT', 'psbB', 'psbC', 'psbD', 'psaB', 'psbM', 'atpA', 'atpF', 'atpH', 'atpI', 'rps2', 'petG', 'petL', 'petA', 'ftsH', 'psbZ', 'rbcL', 'rpl32', 'chlI', 'psaJ', 'rpl20', 'rps18', 'rps4', 'rps9', 'rpl12', 'rpoB']",73,0.25412799742503084,"['Eukaryota', 'Viridiplantae', 'Chlorophyta', 'Ulvophyceae', 'OUU clade', 'Ulvales', 'Ulvaceae', 'Ulva']",93205,False
NC_072924.1,Monostroma nitidum,"['psbA', 'infC', 'psbB', 'psbT', 'psbN', 'psbH', 'rpl19', 'tufA', 'rps14', 'psaA', 'atpA', 'atpF', 'atpH', 'atpI', 'rps2', 'psbM', 'psaB', 'minD', 'psbE', 'psbF', 'psbL', 'psbJ', 'psbK', 'ycf12', 'psaM', 'cemA', 'ycf4', 'accD', 'clpP', 'petD', 'petB', 'psaI', 'psbI', 'ycf3', 'petG', 'petL', 'petA', 'rps7', 'rps12', 'psbD', 'psbC', 'chlI', 'psaJ', 'atpB', 'atpE', 'ccsA', 'ycf20', 'psaC', 'ycf1', 'rpl32', 'rpl20', 'rps18', 'rps4', 'rps9', 'rpl12', 'rbcL', 'rpoB', 'rpoC1', 'rpoC2', 'ycf62', 'rpl23', 'rpl2', 'rps19', 'rps3', 'rpl16', 'rpl14', 'rpl5', 'rps8', 'infA', 'rpl36', 'rps11', 'rpoA', 'psbZ', 'ftsH']",74,0.3411852982215047,"['Eukaryota', 'Viridiplantae', 'Chlorophyta', 'Ulvophyceae', 'OUU clade', 'Ulvales', 'Monostromataceae', 'Monostroma']",237223,False
OP748263.1,Rhodomelopsis africana,"['ycf46', 'rpl34', 'ycf37', 'ycf52', 'psaF', 'psaJ', 'apcD', 'fabH', 'psbX', 'accD', 'psbV', 'petJ', 'carA', 'ycf53', 'ycf55', 'ycf54', 'lysR', 'psbY', 'rpl32', 'rnz', 'rpl21', 'rpl27', 'rne', 'psbA', 'ycf35', 'dsbD', 'ccs1', 'trpG', 'thiG', 'ycf60', 'rps6', 'psaM', 'chlI', 'ycf63', 'psbE', 'psbF', 'psbL', 'psbJ', 'psaI', 'ftrB', 'psb30', 'tilS', 'trpA', 'secA', 'ycf21', 'pgmA', 'cpcA', 'cpcB', 'rpoZ', 'gltB', 'psaC', 'ycf23', 'ycf22', 'accA', 'psaK', 'ccs1', 'cpeA', 'cpeB', 'nblA', 'cpcG', 'ycf20', 'apcF', 'orf480', 'rps4', 'infC', 'ilvH', 'ycf34', 'cbbX', 'rbcS', 'rbcL', 'trxA', 'rpl28', 'psaL', 'petL', 'ycf4', 'orf376', 'cemA', 'ycf58', 'psbI', 'ycf39', 'orf264', 'sufB', 'sufC', 'atpA', 'atpD', 'atpF', 'atpG', 'atpH', 'atpI', 'tsf', 'rps2', 'rpoC2', 'rpoC1', 'rpoB', 'rps20', 'rpl33', 'rps18', 'infB', 'ycf3', 'atpB', 'atpE', 'apcB', 'apcA', 'apcE', 'tatC', 'petA', 'odpB', 'odpA', 'preA', 'rpl20', 'rpl35', 'pbsA', 'bas1', 'ycf36', 'secG', 'petM', 'petN', 'acsF', 'psaD', 'acpP', 'ycf45', 'accB', 'psaA', 'psaB', 'rps14', 'petG', 'psbK', 'psbZ', 'dnaK', 'rpl3', 'rpl4', 'rpl23', 'rpl2', 'rps19', 'orf114', 'rps3', 'rpl16', 'rps17', 'rpl14', 'rpl24', 'rpl5', 'rps8', 'rpl6', 'rpl18', 'rps5', 'secY', 'rpl36', 'rps13', 'rps11', 'rpoA', 'rpl13', 'rps9', 'rpl31', 'rps12', 'rps7', 'tufA', 'rps10', 'petF', 'ycf38', 'psbB', 'psbT', 'psbN', 'psbH', 'psaE', 'ftsH', 'argB', 'ycf33', 'ilvB', 'rpl19', 'clpC', 'dnaB', 'rpl9', 'moeB', 'rpl11', 'rpl1', 'rpl12', 'petD', 'petB', 'ntcA', 'ycf29', 'thiS', 'rps1', 'syfB', 'psbW', 'syh', 'groEL', 'orf142', 'ycf65', 'rps16', 'ycf19', 'orf186', 'psbC', 'psbD', 'ompR']",194,0.2769967860968932,"['Eukaryota', 'Rhodophyta', 'Florideophyceae', 'Rhodymeniophycidae', 'Ceramiales', 'Rhodomelaceae', 'Rhodomelopsis']",168020,True
OP121076.1,Alaria marginata,"['ycf17', 'ycf37', 'psaM', 'chlI', 'petB', 'petD', 'atpA', 'atpD', 'atpF', 'atpG', 'atpH', 'atpI', 'tsf', 'rps2', 'rpoC2', 'rpoC1', 'rpoB', 'rps20', 'psaD', 'chlB', 'ycf60', 'ccs1', 'ycf46', 'rpl34', 'secA', 'ycf54', 'thiG', 'psbI', 'dnaK', 'groEL', 'petJ', 'psbV', 'ycf66', 'psbX', 'rpl27', 'rpl19', 'SecG', 'petM', 'petN', 'acsF', 'ahpC', 'rpl35', 'rpl20', 'ilvH', 'ycf34', 'rbcL', 'rbcS', 'psaA', 'psaB', 'rps14', 'petG', 'psbK', 'ccsA', 'chlL', 'chlN', 'psaF', 'psaJ', 'ocf525', 'petA', 'tatC', 'atpE', 'atpB', 'ycf3', 'rps18', 'rpl33', 'clpC', 'psaC', 'psbA', 'cbbx', 'ycf12', 'ftrB', 'psaI', 'psbJ', 'psbL', 'psbF', 'psbE', 'ycf4', 'petL', 'psaL', 'rbcR', 'psbY', 'rpl32', 'rpl21', 'rpl3', 'rpl4', 'rpl23', 'rpl2', 'rps19', 'rpl22', 'rps3', 'rpl16', 'rpl29', 'rps17', 'rpl14', 'rpl24', 'rpl5', 'rps8', 'rpl6', 'rpl18', 'rps5', 'secY', 'rpl36', 'rps13', 'rps11', 'rpoA', 'rpl13', 'rps9', 'rpl31', 'rps12', 'rps7', 'tufA', 'rps10', 'psaE', 'ftsH', 'psbH', 'pbf1', 'psbT', 'psbB', 'petF', 'rpl12', 'rpl1', 'rpl11', 'dnaB', 'rpl9', 'psbW', 'syfB', 'rps1', 'thiS', 'ycf35', 'sufB', 'sufC', 'psbD', 'psbC', 'ycf41', 'ycf39', 'ycf33', 'ilvB', 'rps4', 'ycf65', 'rps16', 'ycf19']",141,0.31203865355753624,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'PX clade', 'Phaeophyceae', 'Laminariales', 'Alariaceae', 'Alaria']",130596,False
MK085995.1,Chloroparvula pacifica,"['psaC', 'psaJ', 'rpl16', 'rpl14', 'rpl5', 'rps8', 'infA', 'rpl36', 'rps11', 'rpoA', 'rps9', 'psbE', 'psbF', 'psbL', 'psbJ', 'psbA', 'chlB', 'chlN', 'chlL', 'tufA', 'rpl19', 'ycf4', 'psbI', 'rps4', 'rpl23', 'rpl2', 'rps19', 'rps3', 'atpB', 'atpE', 'rps18', 'rpl20', 'accD', 'rps12', 'rpoB', 'rpoC1', 'rpoC2', 'rps2', 'atpI', 'atpH', 'atpF', 'atpA', 'petA', 'petL', 'petG', 'petB', 'petD', 'psbN', 'rbcL', 'rps7', 'psbK', 'psbZ', 'psaB', 'psaA', 'psbC', 'psbD', 'ftsH', 'minD', 'psbB', 'psbT', 'psbH', 'ycf12', 'rps14', 'ycf20', 'clpP', 'ycf3', 'rpl32', 'ycf1']",68,0.36807190856355176,"['Eukaryota', 'Viridiplantae', 'Chlorophyta', 'Chloropicophyceae', 'Chloropicales', 'Chloropicaceae', 'Chloroparvula']",69644,False
NC_066651.1,Desmodesmus abundans,"['psbC', 'atpF', 'atpH', 'ftsH', 'rpoC2', 'rps3', 'chlN', 'rpoBb', 'rpoBa', 'psbF', 'psbL', 'petG', 'rps12', 'psaJ', 'atpI', 'psbJ', 'psbD', 'psbA', 'rps11', 'rbcL', 'rpl20', 'atpE', 'rps7', 'psaA', 'ycf12', 'chlB', 'psaC', 'petL', 'rps2', 'infA', 'psbB', 'psbT', 'psbN', 'psbH', 'psbK', 'rpl12', 'cemA', 'psbI', 'atpA', 'rps14', 'rps19', 'rpl2', 'rpl23', 'rps4', 'clpP', 'rpoC1', 'petB', 'rps18', 'atpB', 'tufA', 'psbM', 'psbZ', 'ccsA', 'psaB', 'rpoA', 'petD', 'petA', 'rpl36', 'chlL', 'ycf3', 'ycf4', 'rps9', 'psbE', 'rps8', 'rpl5', 'rpl14', 'rpl16', 'ycf1', 'rpl12']",69,0.32417699251899246,"['Eukaryota', 'Viridiplantae', 'Chlorophyta', 'core chlorophytes', 'Chlorophyceae', 'CS clade', 'Sphaeropleales', 'Scenedesmaceae', 'Desmodesmus']",155193,True
