rep_genome	genome	in_tree	num_in_tree	genomes_in_tree	GenBank_URL
NC_008099	NC_008099,DQ291132	True	1.0	DQ291132	https://www.ncbi.nlm.nih.gov/nuccore/NC_008099
NC_008100	NC_008100,DQ398104	False	0.0		https://www.ncbi.nlm.nih.gov/nuccore/NC_008100
NC_008114	NC_008114,AY835431	True	1.0	NC_008114	https://www.ncbi.nlm.nih.gov/nuccore/NC_008114
NC_008116	NC_008116,AY958085	True	1.0	NC_008116	https://www.ncbi.nlm.nih.gov/nuccore/NC_008116
NC_008117	NC_008117,AY958086	True	1.0	AY958086	https://www.ncbi.nlm.nih.gov/nuccore/NC_008117
NC_008372	NC_008372,DQ630521	True	1.0	DQ630521	https://www.ncbi.nlm.nih.gov/nuccore/NC_008372
NC_008408	NC_008408,DQ851108	True	1.0	DQ851108	https://www.ncbi.nlm.nih.gov/nuccore/NC_008408
NC_009573	NC_009573,EF508371	True	1.0	NC_009573	https://www.ncbi.nlm.nih.gov/nuccore/NC_009573
NC_009681	NC_009681,EF506945	True	1.0	EF506945	https://www.ncbi.nlm.nih.gov/nuccore/NC_009681
NC_011600	NC_011600,EU912438	True	1.0	EU912438	https://www.ncbi.nlm.nih.gov/nuccore/NC_011600
NC_012101	NC_012101,FJ493497	True	1.0	NC_012101	https://www.ncbi.nlm.nih.gov/nuccore/NC_012101
NC_012575	NC_012575,FJ858267	True	1.0	NC_012575	https://www.ncbi.nlm.nih.gov/nuccore/NC_012575
NC_012898	NC_012898,GQ231541	True	1.0	NC_012898	https://www.ncbi.nlm.nih.gov/nuccore/NC_012898
NC_012903	NC_012903,GQ231542	True	1.0	NC_012903	https://www.ncbi.nlm.nih.gov/nuccore/NC_012903
NC_012978	NC_012978,FJ968741	True	1.0	FJ968741	https://www.ncbi.nlm.nih.gov/nuccore/NC_012978
NC_014267	NC_014267,GU591328	True	1.0	GU591328	https://www.ncbi.nlm.nih.gov/nuccore/NC_014267
NC_014340	NC_014340,HM222967	True	1.0	NC_014340	https://www.ncbi.nlm.nih.gov/nuccore/NC_014340
NC_014345	NC_014345,HM222968	True	1.0	HM222968	https://www.ncbi.nlm.nih.gov/nuccore/NC_014345
NC_014346	NC_014346,GU196268	True	1.0	GU196268	https://www.ncbi.nlm.nih.gov/nuccore/NC_014346
NC_014808	NC_014808,GU323224	True	1.0	GU323224	https://www.ncbi.nlm.nih.gov/nuccore/NC_014808
NC_015084	NC_015084,HQ693844	True	1.0	NC_015084	https://www.ncbi.nlm.nih.gov/nuccore/NC_015084
NC_015645	NC_015645,HQ700713	True	1.0	HQ700713	https://www.ncbi.nlm.nih.gov/nuccore/NC_015645
NC_016703	NC_016703,JN117275	True	1.0	JN117275	https://www.ncbi.nlm.nih.gov/nuccore/NC_016703
NC_016731	NC_016731,JQ088178	True	1.0	NC_016731	https://www.ncbi.nlm.nih.gov/nuccore/NC_016731
NC_016732	NC_016732,GQ250046	True	1.0	GQ250046	https://www.ncbi.nlm.nih.gov/nuccore/NC_016732
NC_016733	NC_016733,FJ968740	True	1.0	NC_016733	https://www.ncbi.nlm.nih.gov/nuccore/NC_016733
NC_018569	NC_018569,JX402620	True	1.0	JX402620	https://www.ncbi.nlm.nih.gov/nuccore/NC_018569
NC_020018	NC_020018,JX457480	True	1.0	NC_020018	https://www.ncbi.nlm.nih.gov/nuccore/NC_020018
NC_020438	NC_020438,AP012494	True	1.0	AP012494	https://www.ncbi.nlm.nih.gov/nuccore/NC_020438
NC_020460	NC_020460,JQ237893	True	1.0	NC_020460	https://www.ncbi.nlm.nih.gov/nuccore/NC_020460
NC_021075	NC_021075,KC153978	True	1.0	NC_021075	https://www.ncbi.nlm.nih.gov/nuccore/NC_021075
NC_021109	NC_021109,JX977846	True	1.0	NC_021109	https://www.ncbi.nlm.nih.gov/nuccore/NC_021109
NC_024080	NC_024080,KC509520	True	1.0	NC_024080	https://www.ncbi.nlm.nih.gov/nuccore/NC_024080
NC_024081	NC_024081,KC509521	True	1.0	KC509521	https://www.ncbi.nlm.nih.gov/nuccore/NC_024081
NC_024082	NC_024082,KC509522	True	1.0	NC_024082	https://www.ncbi.nlm.nih.gov/nuccore/NC_024082
NC_024083	NC_024083,KC509523	True	1.0	NC_024083	https://www.ncbi.nlm.nih.gov/nuccore/NC_024083
NC_024084	NC_024084,KC509524	True	1.0	NC_024084	https://www.ncbi.nlm.nih.gov/nuccore/NC_024084
NC_024154	NC_024154,KC684276	True	1.0	KC684276	https://www.ncbi.nlm.nih.gov/nuccore/NC_024154
NC_024169	NC_024169,KJ461682	True	1.0	KJ461682	https://www.ncbi.nlm.nih.gov/nuccore/NC_024169
NC_024665	NC_024665,KJ700459	True	1.0	KJ700459	https://www.ncbi.nlm.nih.gov/nuccore/NC_024665
NC_024811	NC_024811	True	1.0	NC_024811	https://www.ncbi.nlm.nih.gov/nuccore/NC_024811
NC_024817	NC_024817,KJ746598	True	1.0	KJ746598	https://www.ncbi.nlm.nih.gov/nuccore/NC_024817
NC_024828	NC_024828,KJ746599	True	1.0	NC_024828	https://www.ncbi.nlm.nih.gov/nuccore/NC_024828
NC_024829	NC_024829,KJ746600	True	1.0	KJ746600	https://www.ncbi.nlm.nih.gov/nuccore/NC_024829
NC_024928	NC_024928,KF733443	True	1.0	KF733443	https://www.ncbi.nlm.nih.gov/nuccore/NC_024928
NC_025311	NC_025311,KJ958482	True	1.0	NC_025311	https://www.ncbi.nlm.nih.gov/nuccore/NC_025311
NC_025312	NC_025312,KJ958483	True	1.0	KJ958483	https://www.ncbi.nlm.nih.gov/nuccore/NC_025312
NC_025313	NC_025313,KJ958484	True	1.0	NC_025313	https://www.ncbi.nlm.nih.gov/nuccore/NC_025313
NC_025524	NC_025524,KM462860	True	1.0	NC_025524	https://www.ncbi.nlm.nih.gov/nuccore/NC_025524
NC_025525	NC_025525,KM462861	True	1.0	NC_025525	https://www.ncbi.nlm.nih.gov/nuccore/NC_025525
NC_025526	NC_025526,KM462863	True	1.0	NC_025526	https://www.ncbi.nlm.nih.gov/nuccore/NC_025526
NC_025527	NC_025527,KM462864	True	1.0	KM462864	https://www.ncbi.nlm.nih.gov/nuccore/NC_025527
NC_025528	NC_025528,KM462865	True	1.0	NC_025528	https://www.ncbi.nlm.nih.gov/nuccore/NC_025528
NC_025529	NC_025529,KM462866	True	1.0	KM462866	https://www.ncbi.nlm.nih.gov/nuccore/NC_025529
NC_025530	NC_025530,KM462867	True	1.0	KM462867	https://www.ncbi.nlm.nih.gov/nuccore/NC_025530
NC_025531	NC_025531,KM462868	True	1.0	NC_025531	https://www.ncbi.nlm.nih.gov/nuccore/NC_025531
NC_025532	NC_025532,KM462869	True	1.0	NC_025532	https://www.ncbi.nlm.nih.gov/nuccore/NC_025532
NC_025533	NC_025533,KM462871	True	1.0	KM462871	https://www.ncbi.nlm.nih.gov/nuccore/NC_025533
NC_025534	NC_025534,KM462872	True	1.0	KM462872	https://www.ncbi.nlm.nih.gov/nuccore/NC_025534
NC_025535	NC_025535,KM462873	True	1.0	NC_025535	https://www.ncbi.nlm.nih.gov/nuccore/NC_025535
NC_025536	NC_025536,KM462874	True	1.0	NC_025536	https://www.ncbi.nlm.nih.gov/nuccore/NC_025536
NC_025537	NC_025537,KM462876	True	1.0	NC_025537	https://www.ncbi.nlm.nih.gov/nuccore/NC_025537
NC_025538	NC_025538,KM462877	True	1.0	NC_025538	https://www.ncbi.nlm.nih.gov/nuccore/NC_025538
NC_025539	NC_025539,KM462878	True	1.0	NC_025539	https://www.ncbi.nlm.nih.gov/nuccore/NC_025539
NC_025540	NC_025540,KM462879	True	1.0	KM462879	https://www.ncbi.nlm.nih.gov/nuccore/NC_025540
NC_025541	NC_025541,KM462880	True	1.0	KM462880	https://www.ncbi.nlm.nih.gov/nuccore/NC_025541
NC_025542	NC_025542,KM462881	False	0.0		https://www.ncbi.nlm.nih.gov/nuccore/NC_025542
NC_025543	NC_025543,KM462882	True	1.0	KM462882	https://www.ncbi.nlm.nih.gov/nuccore/NC_025543
NC_025544	NC_025544,KM462883	True	1.0	KM462883	https://www.ncbi.nlm.nih.gov/nuccore/NC_025544
NC_025545	NC_025545,KM462884	True	1.0	NC_025545	https://www.ncbi.nlm.nih.gov/nuccore/NC_025545
NC_025546	NC_025546,KM462885	True	1.0	NC_025546	https://www.ncbi.nlm.nih.gov/nuccore/NC_025546
NC_025547	NC_025547,KM462886	True	1.0	KM462886	https://www.ncbi.nlm.nih.gov/nuccore/NC_025547
NC_025548	NC_025548,KM462887	True	1.0	KM462887	https://www.ncbi.nlm.nih.gov/nuccore/NC_025548
NC_025549	NC_025549,KM462888	True	1.0	NC_025549	https://www.ncbi.nlm.nih.gov/nuccore/NC_025549
NC_026522	NC_026522,KP308096	True	1.0	NC_026522	https://www.ncbi.nlm.nih.gov/nuccore/NC_026522
NC_026523	NC_026523,KP308097	True	1.0	KP308097	https://www.ncbi.nlm.nih.gov/nuccore/NC_026523
NC_027093	NC_027093,LC008447	True	1.0	NC_027093	https://www.ncbi.nlm.nih.gov/nuccore/NC_027093
NC_027269	NC_027269,KP453743	True	1.0	NC_027269	https://www.ncbi.nlm.nih.gov/nuccore/NC_027269
NC_027286	NC_027286,KP410781	True	1.0	NC_027286	https://www.ncbi.nlm.nih.gov/nuccore/NC_027286
NC_027287	NC_027287,KP455987	True	1.0	NC_027287	https://www.ncbi.nlm.nih.gov/nuccore/NC_027287
NC_027288	NC_027288,KP686077	True	1.0	NC_027288	https://www.ncbi.nlm.nih.gov/nuccore/NC_027288
NC_027589	NC_027589,KP899713	True	1.0	NC_027589	https://www.ncbi.nlm.nih.gov/nuccore/NC_027589
NC_027721	NC_027721,MW722945,KR709240	True	1.0	NC_027721	https://www.ncbi.nlm.nih.gov/nuccore/NC_027721
NC_028578	NC_028578,KT625410	True	1.0	NC_028578	https://www.ncbi.nlm.nih.gov/nuccore/NC_028578
NC_028579	NC_028579,KT625411	True	1.0	NC_028579	https://www.ncbi.nlm.nih.gov/nuccore/NC_028579
NC_028580	NC_028580,KT625412	True	1.0	KT625412	https://www.ncbi.nlm.nih.gov/nuccore/NC_028580
NC_028581	NC_028581,KT625413	True	1.0	KT625413	https://www.ncbi.nlm.nih.gov/nuccore/NC_028581
NC_028582	NC_028582,KT625414	True	1.0	KT625414	https://www.ncbi.nlm.nih.gov/nuccore/NC_028582
NC_028583	NC_028583,KT625415	True	1.0	KT625415	https://www.ncbi.nlm.nih.gov/nuccore/NC_028583
NC_028584	NC_028584,KT625418	True	1.0	NC_028584	https://www.ncbi.nlm.nih.gov/nuccore/NC_028584
NC_028585	NC_028585,KT625420	True	1.0	KT625420	https://www.ncbi.nlm.nih.gov/nuccore/NC_028585
NC_028586	NC_028586,KT625421	True	1.0	NC_028586	https://www.ncbi.nlm.nih.gov/nuccore/NC_028586
NC_028587	NC_028587,KT625422	True	1.0	NC_028587	https://www.ncbi.nlm.nih.gov/nuccore/NC_028587
NC_029576	NC_029576,KR020505	True	1.0	NC_029576	https://www.ncbi.nlm.nih.gov/nuccore/NC_029576
NC_029669	NC_029669,KT199256	True	1.0	KT199256	https://www.ncbi.nlm.nih.gov/nuccore/NC_029669
NC_029670	NC_029670,KT199248	True	1.0	NC_029670	https://www.ncbi.nlm.nih.gov/nuccore/NC_029670
NC_029671	NC_029671,KT199249	True	1.0	KT199249	https://www.ncbi.nlm.nih.gov/nuccore/NC_029671
NC_029672	NC_029672,KT199251	True	1.0	NC_029672	https://www.ncbi.nlm.nih.gov/nuccore/NC_029672
NC_029673	NC_029673,KT199252	True	1.0	KT199252	https://www.ncbi.nlm.nih.gov/nuccore/NC_029673
NC_029674	NC_029674,KT199253	True	1.0	NC_029674	https://www.ncbi.nlm.nih.gov/nuccore/NC_029674
NC_029675	NC_029675,KT199254	True	1.0	KT199254	https://www.ncbi.nlm.nih.gov/nuccore/NC_029675
NC_029676	NC_029676,KT199250	True	1.0	KT199250	https://www.ncbi.nlm.nih.gov/nuccore/NC_029676
NC_029735	NC_029735,KT199255	True	1.0	KT199255	https://www.ncbi.nlm.nih.gov/nuccore/NC_029735
NC_029807	NC_029807,KU167098	True	1.0	KU167098	https://www.ncbi.nlm.nih.gov/nuccore/NC_029807
NC_029857	NC_029857,KT266785	True	1.0	KT266785	https://www.ncbi.nlm.nih.gov/nuccore/NC_029857
NC_029858	NC_029858,KT266786	True	1.0	NC_029858	https://www.ncbi.nlm.nih.gov/nuccore/NC_029858
NC_029859	NC_029859,KT266787	True	1.0	NC_029859	https://www.ncbi.nlm.nih.gov/nuccore/NC_029859
NC_029861	NC_029861,KT266789	True	1.0	NC_029861	https://www.ncbi.nlm.nih.gov/nuccore/NC_029861
NC_030169	NC_030169,KX013545	True	1.0	KX013545	https://www.ncbi.nlm.nih.gov/nuccore/NC_030169
NC_030314	NC_030314,KU646494	True	1.0	NC_030314	https://www.ncbi.nlm.nih.gov/nuccore/NC_030314
NC_030315	NC_030315,KU646496,NC_024168,KJ461681	True	1.0	NC_030315	https://www.ncbi.nlm.nih.gov/nuccore/NC_030315
NC_030338	NC_030338,KU053957	True	1.0	KU053957	https://www.ncbi.nlm.nih.gov/nuccore/NC_030338
NC_030355	NC_030355,KU646489	True	1.0	NC_030355	https://www.ncbi.nlm.nih.gov/nuccore/NC_030355
NC_030356	NC_030356,KU646491	True	1.0	NC_030356	https://www.ncbi.nlm.nih.gov/nuccore/NC_030356
NC_030359	NC_030359,KU646495	True	1.0	NC_030359	https://www.ncbi.nlm.nih.gov/nuccore/NC_030359
NC_031144	NC_031144,KX284709	True	1.0	NC_031144	https://www.ncbi.nlm.nih.gov/nuccore/NC_031144
NC_031146	NC_031146,KX284724	True	1.0	NC_031146	https://www.ncbi.nlm.nih.gov/nuccore/NC_031146
NC_031147	NC_031147,KX284726	False	0.0		https://www.ncbi.nlm.nih.gov/nuccore/NC_031147
NC_031148	NC_031148,KX284717	True	1.0	KX284717	https://www.ncbi.nlm.nih.gov/nuccore/NC_031148
NC_031161	NC_031161,KX247284	True	1.0	NC_031161	https://www.ncbi.nlm.nih.gov/nuccore/NC_031161
NC_031167	NC_031167,KX525588	True	1.0	NC_031167	https://www.ncbi.nlm.nih.gov/nuccore/NC_031167
NC_031168	NC_031168,KX284711	True	1.0	KX284711	https://www.ncbi.nlm.nih.gov/nuccore/NC_031168
NC_031169	NC_031169,KX284712	True	1.0	NC_031169	https://www.ncbi.nlm.nih.gov/nuccore/NC_031169
NC_031170	NC_031170,KX284713	True	1.0	NC_031170	https://www.ncbi.nlm.nih.gov/nuccore/NC_031170
NC_031172	NC_031172,KX284716	True	1.0	KX284716	https://www.ncbi.nlm.nih.gov/nuccore/NC_031172
NC_031174	NC_031174,KX284719	True	1.0	NC_031174	https://www.ncbi.nlm.nih.gov/nuccore/NC_031174
NC_031175	NC_031175,KX284720	True	1.0	KX284720	https://www.ncbi.nlm.nih.gov/nuccore/NC_031175
NC_031176	NC_031176,KX284721	True	1.0	KX284721	https://www.ncbi.nlm.nih.gov/nuccore/NC_031176
NC_031177	NC_031177,KX284723	True	1.0	NC_031177	https://www.ncbi.nlm.nih.gov/nuccore/NC_031177
NC_031178	NC_031178,KX284725	True	1.0	NC_031178	https://www.ncbi.nlm.nih.gov/nuccore/NC_031178
NC_031179	NC_031179,KX284727	True	1.0	KX284727	https://www.ncbi.nlm.nih.gov/nuccore/NC_031179
NC_031211	NC_031211,KR025491,KR814486	True	1.0	KR025491	https://www.ncbi.nlm.nih.gov/nuccore/NC_031211
NC_031367	NC_031367,KX808497	True	1.0	NC_031367	https://www.ncbi.nlm.nih.gov/nuccore/NC_031367
NC_031368	NC_031368,KX808498	True	1.0	KX808498	https://www.ncbi.nlm.nih.gov/nuccore/NC_031368
NC_031425	NC_031425,KX619437	True	1.0	KX619437	https://www.ncbi.nlm.nih.gov/nuccore/NC_031425
NC_032041	NC_032041,KT266849	True	1.0	KT266849	https://www.ncbi.nlm.nih.gov/nuccore/NC_032041
NC_032042	NC_032042,KT946602	True	1.0	NC_032042	https://www.ncbi.nlm.nih.gov/nuccore/NC_032042
NC_032043	NC_032043,KT946603	True	1.0	NC_032043	https://www.ncbi.nlm.nih.gov/nuccore/NC_032043
NC_032045	NC_032045,KU164871,KU164872	True	1.0	KU164872	https://www.ncbi.nlm.nih.gov/nuccore/NC_032045
NC_032109	NC_032109,KX828176	True	1.0	NC_032109	https://www.ncbi.nlm.nih.gov/nuccore/NC_032109
NC_032284	NC_032284,KU059765	True	1.0	KU059765	https://www.ncbi.nlm.nih.gov/nuccore/NC_032284
NC_032288	NC_032288,KU255795	True	1.0	KU255795	https://www.ncbi.nlm.nih.gov/nuccore/NC_032288
NC_032396	NC_032396,NC_032399,KJ513670,KP675983	True	1.0	NC_032396	https://www.ncbi.nlm.nih.gov/nuccore/NC_032396
NC_033387	NC_033387,AP017927	True	1.0	NC_033387	https://www.ncbi.nlm.nih.gov/nuccore/NC_033387
NC_034654	NC_034654,KY114064	True	1.0	NC_034654	https://www.ncbi.nlm.nih.gov/nuccore/NC_034654
NC_034655	NC_034655,KY114065	True	1.0	KY114065	https://www.ncbi.nlm.nih.gov/nuccore/NC_034655
NC_034709	NC_034709,KY407656	True	1.0	KY407656	https://www.ncbi.nlm.nih.gov/nuccore/NC_034709
NC_034710	NC_034710,KY407657	True	1.0	NC_034710	https://www.ncbi.nlm.nih.gov/nuccore/NC_034710
NC_034711	NC_034711,NC_034712,KY407658,KY407659	True	1.0	NC_034711	https://www.ncbi.nlm.nih.gov/nuccore/NC_034711
NC_034713	NC_034713,KY407660	True	1.0	NC_034713	https://www.ncbi.nlm.nih.gov/nuccore/NC_034713
NC_034714	NC_034714,KY407661	True	1.0	NC_034714	https://www.ncbi.nlm.nih.gov/nuccore/NC_034714
NC_034776	NC_034776,KY709208	True	1.0	NC_034776	https://www.ncbi.nlm.nih.gov/nuccore/NC_034776
NC_034787	NC_034787,KY709209	True	1.0	KY709209	https://www.ncbi.nlm.nih.gov/nuccore/NC_034787
NC_035156	NC_035156,KP939040	True	1.0	KP939040	https://www.ncbi.nlm.nih.gov/nuccore/NC_035156
NC_035231	NC_035231,KY033529	True	1.0	NC_035231	https://www.ncbi.nlm.nih.gov/nuccore/NC_035231
NC_035257	NC_035257,MF101408	True	1.0	NC_035257	https://www.ncbi.nlm.nih.gov/nuccore/NC_035257
NC_035258	NC_035258,MF101409	True	1.0	NC_035258	https://www.ncbi.nlm.nih.gov/nuccore/NC_035258
NC_035259	NC_035259,MF101410	True	1.0	MF101410	https://www.ncbi.nlm.nih.gov/nuccore/NC_035259
NC_035260	NC_035260,MF101411	True	1.0	MF101411	https://www.ncbi.nlm.nih.gov/nuccore/NC_035260
NC_035261	NC_035261,MF101413	True	1.0	MF101413	https://www.ncbi.nlm.nih.gov/nuccore/NC_035261
NC_035262	NC_035262,MF101415	True	1.0	MF101415	https://www.ncbi.nlm.nih.gov/nuccore/NC_035262
NC_035263	NC_035263,MF101416	True	1.0	MF101416	https://www.ncbi.nlm.nih.gov/nuccore/NC_035263
NC_035264	NC_035264,MF101417	True	1.0	MF101417	https://www.ncbi.nlm.nih.gov/nuccore/NC_035264
NC_035265	NC_035265,MF101418	True	1.0	MF101418	https://www.ncbi.nlm.nih.gov/nuccore/NC_035265
NC_035266	NC_035266,MF101419	True	1.0	NC_035266	https://www.ncbi.nlm.nih.gov/nuccore/NC_035266
NC_035267	NC_035267,MF101420	True	1.0	MF101420	https://www.ncbi.nlm.nih.gov/nuccore/NC_035267
NC_035268	NC_035268,MF101421	True	1.0	MF101421	https://www.ncbi.nlm.nih.gov/nuccore/NC_035268
NC_035269	NC_035269,MF101422	True	1.0	MF101422	https://www.ncbi.nlm.nih.gov/nuccore/NC_035269
NC_035270	NC_035270,MF101423	True	1.0	NC_035270	https://www.ncbi.nlm.nih.gov/nuccore/NC_035270
NC_035271	NC_035271,MF101424	True	1.0	MF101424	https://www.ncbi.nlm.nih.gov/nuccore/NC_035271
NC_035272	NC_035272,MF101425	True	1.0	MF101425	https://www.ncbi.nlm.nih.gov/nuccore/NC_035272
NC_035273	NC_035273,MF101426	True	1.0	NC_035273	https://www.ncbi.nlm.nih.gov/nuccore/NC_035273
NC_035274	NC_035274,MF101427	True	1.0	NC_035274	https://www.ncbi.nlm.nih.gov/nuccore/NC_035274
NC_035275	NC_035275,MF101428	True	1.0	NC_035275	https://www.ncbi.nlm.nih.gov/nuccore/NC_035275
NC_035276	NC_035276,MF101430	True	1.0	NC_035276	https://www.ncbi.nlm.nih.gov/nuccore/NC_035276
NC_035277	NC_035277,MF101432	True	1.0	MF101432	https://www.ncbi.nlm.nih.gov/nuccore/NC_035277
NC_035278	NC_035278,MF101433	True	1.0	MF101433	https://www.ncbi.nlm.nih.gov/nuccore/NC_035278
NC_035279	NC_035279,MF101434	True	1.0	MF101434	https://www.ncbi.nlm.nih.gov/nuccore/NC_035279
NC_035280	NC_035280,MF101436	True	1.0	NC_035280	https://www.ncbi.nlm.nih.gov/nuccore/NC_035280
NC_035281	NC_035281,MF101437	True	1.0	NC_035281	https://www.ncbi.nlm.nih.gov/nuccore/NC_035281
NC_035282	NC_035282,MF101438	True	1.0	MF101438	https://www.ncbi.nlm.nih.gov/nuccore/NC_035282
NC_035283	NC_035283,MF101439	True	1.0	NC_035283	https://www.ncbi.nlm.nih.gov/nuccore/NC_035283
NC_035284	NC_035284,MF101440	True	1.0	NC_035284	https://www.ncbi.nlm.nih.gov/nuccore/NC_035284
NC_035285	NC_035285,MF101441	True	1.0	NC_035285	https://www.ncbi.nlm.nih.gov/nuccore/NC_035285
NC_035286	NC_035286,MF101442	True	1.0	NC_035286	https://www.ncbi.nlm.nih.gov/nuccore/NC_035286
NC_035287	NC_035287,MF101443	True	1.0	NC_035287	https://www.ncbi.nlm.nih.gov/nuccore/NC_035287
NC_035288	NC_035288,MF101444	True	1.0	NC_035288	https://www.ncbi.nlm.nih.gov/nuccore/NC_035288
NC_035289	NC_035289,MF101445	True	1.0	MF101445	https://www.ncbi.nlm.nih.gov/nuccore/NC_035289
NC_035291	NC_035291,MF101447	True	1.0	NC_035291	https://www.ncbi.nlm.nih.gov/nuccore/NC_035291
NC_035292	NC_035292,MF101448	True	1.0	MF101448	https://www.ncbi.nlm.nih.gov/nuccore/NC_035292
NC_035293	NC_035293,MF101449	True	1.0	MF101449	https://www.ncbi.nlm.nih.gov/nuccore/NC_035293
NC_035294	NC_035294,MF101450	True	1.0	NC_035294	https://www.ncbi.nlm.nih.gov/nuccore/NC_035294
NC_035295	NC_035295,MF101452	True	1.0	NC_035295	https://www.ncbi.nlm.nih.gov/nuccore/NC_035295
NC_035296	NC_035296,MF101454	True	1.0	MF101454	https://www.ncbi.nlm.nih.gov/nuccore/NC_035296
NC_035297	NC_035297,MF101455	True	1.0	MF101455	https://www.ncbi.nlm.nih.gov/nuccore/NC_035297
NC_035298	NC_035298,MF101465	True	1.0	MF101465	https://www.ncbi.nlm.nih.gov/nuccore/NC_035298
NC_035299	NC_035299,MF101467	True	1.0	MF101467	https://www.ncbi.nlm.nih.gov/nuccore/NC_035299
NC_035350	NC_035350,KY083067	True	1.0	NC_035350	https://www.ncbi.nlm.nih.gov/nuccore/NC_035350
NC_035573	NC_035573,MF385003	True	1.0	NC_035573	https://www.ncbi.nlm.nih.gov/nuccore/NC_035573
NC_035720	NC_035720,KY856939	True	1.0	NC_035720	https://www.ncbi.nlm.nih.gov/nuccore/NC_035720
NC_035721	NC_035721,KY860574,KY856941	True	1.0	KY856941	https://www.ncbi.nlm.nih.gov/nuccore/NC_035721
NC_036668	NC_036668,KU847995	True	1.0	NC_036668	https://www.ncbi.nlm.nih.gov/nuccore/NC_036668
NC_036805	NC_036805,KY629616	True	1.0	NC_036805	https://www.ncbi.nlm.nih.gov/nuccore/NC_036805
NC_036806	NC_036806,KY629620	True	1.0	NC_036806	https://www.ncbi.nlm.nih.gov/nuccore/NC_036806
NC_036937	NC_036937,MG520331,KJ201907	True	1.0	KJ201907	https://www.ncbi.nlm.nih.gov/nuccore/NC_036937
NC_037363	NC_037363,KY819063	True	1.0	KY819063	https://www.ncbi.nlm.nih.gov/nuccore/NC_037363
NC_037364	NC_037364,KY819064	True	1.0	NC_037364	https://www.ncbi.nlm.nih.gov/nuccore/NC_037364
NC_037365	NC_037365,KY819065	True	1.0	KY819065	https://www.ncbi.nlm.nih.gov/nuccore/NC_037365
NC_037366	NC_037366,KY819066	True	1.0	KY819066	https://www.ncbi.nlm.nih.gov/nuccore/NC_037366
NC_037450	NC_037450,MF197535	False	0.0		https://www.ncbi.nlm.nih.gov/nuccore/NC_037450
NC_037480	NC_037480,AP018373	False	0.0		https://www.ncbi.nlm.nih.gov/nuccore/NC_037480
NC_037918	NC_037918,MF276976	True	1.0	MF276976	https://www.ncbi.nlm.nih.gov/nuccore/NC_037918
NC_037919	NC_037919,MF276977,MF276980	True	1.0	MF276977	https://www.ncbi.nlm.nih.gov/nuccore/NC_037919
NC_037920	NC_037920,MF276982,MF276983	True	1.0	MF276982	https://www.ncbi.nlm.nih.gov/nuccore/NC_037920
NC_037921	NC_037921,MF276984	True	1.0	MF276984	https://www.ncbi.nlm.nih.gov/nuccore/NC_037921
NC_037922	NC_037922,MF276985	True	1.0	MF276985	https://www.ncbi.nlm.nih.gov/nuccore/NC_037922
NC_037923	NC_037923,MF276986	True	1.0	MF276986	https://www.ncbi.nlm.nih.gov/nuccore/NC_037923
NC_037995	NC_037995,MG755792	True	1.0	MG755792	https://www.ncbi.nlm.nih.gov/nuccore/NC_037995
NC_037996	NC_037996,MG755793	True	1.0	NC_037996	https://www.ncbi.nlm.nih.gov/nuccore/NC_037996
NC_037997	NC_037997,MG755794	True	1.0	NC_037997	https://www.ncbi.nlm.nih.gov/nuccore/NC_037997
NC_037998	NC_037998,MG755796	True	1.0	NC_037998	https://www.ncbi.nlm.nih.gov/nuccore/NC_037998
NC_037999	NC_037999,MG755798	True	1.0	MG755798	https://www.ncbi.nlm.nih.gov/nuccore/NC_037999
NC_038000	NC_038000,MG755799	True	1.0	NC_038000	https://www.ncbi.nlm.nih.gov/nuccore/NC_038000
NC_038001	NC_038001,MG755800	True	1.0	MG755800	https://www.ncbi.nlm.nih.gov/nuccore/NC_038001
NC_038002	NC_038002,MG755801	True	1.0	MG755801	https://www.ncbi.nlm.nih.gov/nuccore/NC_038002
NC_038003	NC_038003,MG755802	True	1.0	NC_038003	https://www.ncbi.nlm.nih.gov/nuccore/NC_038003
NC_038004	NC_038004,MG755803	True	1.0	NC_038004	https://www.ncbi.nlm.nih.gov/nuccore/NC_038004
NC_038006	NC_038006,MG755805	True	1.0	NC_038006	https://www.ncbi.nlm.nih.gov/nuccore/NC_038006
NC_038007	NC_038007,MG755806	True	1.0	MG755806	https://www.ncbi.nlm.nih.gov/nuccore/NC_038007
NC_038008	NC_038008,MG755807	False	0.0		https://www.ncbi.nlm.nih.gov/nuccore/NC_038008
NC_038009	NC_038009,MG755808	True	1.0	NC_038009	https://www.ncbi.nlm.nih.gov/nuccore/NC_038009
NC_038051	NC_038051,KY018922,NC_033877,KX601051	True	1.0	KY018922	https://www.ncbi.nlm.nih.gov/nuccore/NC_038051
NC_038144	NC_038144,KY212106	True	1.0	KY212106	https://www.ncbi.nlm.nih.gov/nuccore/NC_038144
NC_038187	NC_038187,MF630936	True	1.0	MF630936	https://www.ncbi.nlm.nih.gov/nuccore/NC_038187
NC_038215	NC_038215,MG601102	True	1.0	MG601102	https://www.ncbi.nlm.nih.gov/nuccore/NC_038215
NC_038216	NC_038216,MG601103	True	1.0	MG601103	https://www.ncbi.nlm.nih.gov/nuccore/NC_038216
NC_038231	NC_038231,MF460360	True	1.0	MF460360	https://www.ncbi.nlm.nih.gov/nuccore/NC_038231
